company_name,ats_type,slug_or_url,careers_url,active,source,added
Infinity,scrape,https://www.infinityapp.in/,https://www.infinityapp.in/,no,yc-seed,2026-07-22
Centralize,ashby,centralize,https://www.usecentralize.com/,yes,yc-seed,2026-07-22
Open,scrape,https://open.cx,https://open.cx,no,yc-seed,2026-07-22
Draftaid,scrape,https://draftaid.io/,https://draftaid.io/,no,yc-seed,2026-07-22
CodeAnt AI,scrape,https://codeant.ai/,https://codeant.ai/,no,yc-seed,2026-07-22
Carma,scrape,https://www.joincarma.com/,https://www.joincarma.com/,no,yc-seed,2026-07-22
Whip,scrape,https://whip.run/,https://whip.run/,no,yc-seed,2026-07-22
Hazel,greenhouse,hazel,https://hazelai.com,yes,yc-seed,2026-07-22
Andy AI,scrape,https://with-andy.com,https://with-andy.com,no,yc-seed,2026-07-22
Voicepanel,scrape,https://voicepanel.com,https://voicepanel.com,no,yc-seed,2026-07-22
ProSights,scrape,https://prosights.co/,https://prosights.co/,no,yc-seed,2026-07-22
JustAI,scrape,https://getjust.ai,https://getjust.ai,no,yc-seed,2026-07-22
BetterBasket,scrape,http://www.betterbasket.com,http://www.betterbasket.com,no,yc-seed,2026-07-22
Deep24,scrape,https://deep24.com,https://deep24.com,no,yc-seed,2026-07-22
Zep AI,scrape,https://www.getzep.com/,https://www.getzep.com/,no,yc-seed,2026-07-22
Stacksync,scrape,https://www.stacksync.com/,https://www.stacksync.com/,no,yc-seed,2026-07-22
Deepnight,scrape,https://www.deepnight.ai/,https://www.deepnight.ai/,no,yc-seed,2026-07-22
xPay,scrape,https://www.xpaycheckout.com/,https://www.xpaycheckout.com/,no,yc-seed,2026-07-22
Powder,scrape,https://www.powderfi.com/,https://www.powderfi.com/,no,yc-seed,2026-07-22
Senso,scrape,http://www.senso.ai,http://www.senso.ai,no,yc-seed,2026-07-22
Piramidal,scrape,https://piramidal.ai,https://piramidal.ai,no,yc-seed,2026-07-22
TrueClaim,scrape,https://www.trytrueclaim.com,https://www.trytrueclaim.com,no,yc-seed,2026-07-22
Healia,scrape,https://www.healiahealth.com/,https://www.healiahealth.com/,no,yc-seed,2026-07-22
Haplotype Labs,scrape,https://www.haplotypelabs.com/,https://www.haplotypelabs.com/,no,yc-seed,2026-07-22
Indemni,scrape,http://www.indemni.com,http://www.indemni.com,no,yc-seed,2026-07-22
Mem0,ashby,mem0,https://mem0.ai,yes,yc-seed,2026-07-22
Saphira AI,scrape,https://saphira.ai,https://saphira.ai,no,yc-seed,2026-07-22
Educato,scrape,https://www.educato.com/,https://www.educato.com/,no,yc-seed,2026-07-22
ProhostAI,scrape,https://www.prohost.ai/,https://www.prohost.ai/,no,yc-seed,2026-07-22
mdhub,scrape,https://www.mdhub.ai/,https://www.mdhub.ai/,no,yc-seed,2026-07-22
ClaimSorted,ashby,claimsorted,https://claimsorted.com,yes,yc-seed,2026-07-22
Sage Care,ashby,sagecare,https://sagecare.ai,yes,yc-seed,2026-07-22
VideoGen,scrape,https://videogen.io,https://videogen.io,no,yc-seed,2026-07-22
Phonely,ashby,phonely,https://phonely.ai,yes,yc-seed,2026-07-22
FirstWork,scrape,https://firstwork.com,https://firstwork.com,no,yc-seed,2026-07-22
Azalea Robotics Corporation,scrape,https://azalearobotics.com/,https://azalearobotics.com/,no,yc-seed,2026-07-22
Unbound,scrape,https://getunbound.ai/,https://getunbound.ai/,no,yc-seed,2026-07-22
Silurian,scrape,https://silurian.ai/,https://silurian.ai/,no,yc-seed,2026-07-22
Cloudglue,scrape,https://cloudglue.dev,https://cloudglue.dev,no,yc-seed,2026-07-22
"DeepSim, Inc.",scrape,https://www.deepsim.io,https://www.deepsim.io,no,yc-seed,2026-07-22
Offstream,scrape,https://www.useoffstream.com/,https://www.useoffstream.com/,no,yc-seed,2026-07-22
Elevate,scrape,https://www.useelevate.dev/,https://www.useelevate.dev/,no,yc-seed,2026-07-22
Tandem,scrape,https://tandemspace.com/,https://tandemspace.com/,no,yc-seed,2026-07-22
Dench.com,scrape,https://dench.com,https://dench.com,no,yc-seed,2026-07-22
Substrate,ashby,substrate,https://www.substrate.cc/,yes,yc-seed,2026-07-22
TaxGPT,scrape,https://www.taxgpt.com,https://www.taxgpt.com,no,yc-seed,2026-07-22
Clearly AI,ashby,clearly-ai,https://clearly-ai.com,yes,yc-seed,2026-07-22
Saturn,ashby,saturn,https://www.SaturnOS.com,yes,yc-seed,2026-07-22
"Hestus, Inc.",scrape,https://www.hestus.co,https://www.hestus.co,no,yc-seed,2026-07-22
Anara,ashby,anara,https://anara.com,yes,yc-seed,2026-07-22
Drillbit,scrape,https://www.drillbit.com,https://www.drillbit.com,no,yc-seed,2026-07-22
Zeit AI,ashby,zeit-ai,https://zeit-ai.com/,yes,yc-seed,2026-07-22
Emergent,scrape,https://emergent.sh,https://emergent.sh,no,yc-seed,2026-07-22
Intryc,scrape,https://intryc.com,https://intryc.com,no,yc-seed,2026-07-22
Presti AI,scrape,https://www.presti.ai/,https://www.presti.ai/,no,yc-seed,2026-07-22
Paasa,scrape,https://paasa.com,https://paasa.com,no,yc-seed,2026-07-22
YouShift,scrape,https://www.you-shift.com/,https://www.you-shift.com/,no,yc-seed,2026-07-22
Cartage,scrape,https://cartage.ai,https://cartage.ai,no,yc-seed,2026-07-22
Kontigo,scrape,https://kontigo.lat/,https://kontigo.lat/,no,yc-seed,2026-07-22
Assembly HOA,ashby,assembly,https://assemblyhoa.com,yes,yc-seed,2026-07-22
Draft The Record,scrape,https://www.drafttherecord.com/,https://www.drafttherecord.com/,no,yc-seed,2026-07-22
Blaze,scrape,https://blaze.money,https://blaze.money,no,yc-seed,2026-07-22
Oway,scrape,https://www.shipoway.com,https://www.shipoway.com,no,yc-seed,2026-07-22
SureBright,scrape,https://surebright.com/,https://surebright.com/,no,yc-seed,2026-07-22
Capitol AI,scrape,https://www.capitol.ai/,https://www.capitol.ai/,no,yc-seed,2026-07-22
Merlin AI,scrape,https://www.merlinai.co,https://www.merlinai.co,no,yc-seed,2026-07-22
Syntra,scrape,https://www.syntra.com,https://www.syntra.com,no,yc-seed,2026-07-22
Onlook,scrape,https://onlook.com/,https://onlook.com/,no,yc-seed,2026-07-22
Moonset Health,scrape,https://www.moonsethealth.com/,https://www.moonsethealth.com/,no,yc-seed,2026-07-22
Raycaster,scrape,https://raycaster.ai,https://raycaster.ai,no,yc-seed,2026-07-22
Cekura,scrape,https://www.cekura.ai/,https://www.cekura.ai/,no,yc-seed,2026-07-22
Keye,scrape,https://www.keye.co,https://www.keye.co,no,yc-seed,2026-07-22
Crustdata,scrape,https://crustdata.com,https://crustdata.com,no,yc-seed,2026-07-22
Curo,scrape,https://www.curocharging.com/,https://www.curocharging.com/,no,yc-seed,2026-07-22
Kilvin,scrape,https://www.kilvin.ai,https://www.kilvin.ai,no,yc-seed,2026-07-22
ArchiLabs,scrape,https://archilabs.ai,https://archilabs.ai,no,yc-seed,2026-07-22
Careforce,scrape,https://careforce.ai/,https://careforce.ai/,no,yc-seed,2026-07-22
Asha Health,scrape,https://asha.health,https://asha.health,no,yc-seed,2026-07-22
Leaping AI,scrape,https://www.leapingai.com,https://www.leapingai.com,no,yc-seed,2026-07-22
Contrario,scrape,https://contrario.ai,https://contrario.ai,no,yc-seed,2026-07-22
Toothy AI,scrape,https://www.toothy.ai/,https://www.toothy.ai/,no,yc-seed,2026-07-22
Cifrato,scrape,https://cifrato.ai,https://cifrato.ai,no,yc-seed,2026-07-22
hud,ashby,hud,https://www.hud.ai,yes,yc-seed,2026-07-22
Lucid,scrape,https://lucid.ai,https://lucid.ai,no,yc-seed,2026-07-22
Dalus,scrape,https://dalus.io,https://dalus.io,no,yc-seed,2026-07-22
Minerva,ashby,minerva,https://www.tryminerva.ai,yes,yc-seed,2026-07-22
PgDog,scrape,https://pgdog.dev,https://pgdog.dev,no,yc-seed,2026-07-22
Parsewise,scrape,https://parsewise.ai,https://parsewise.ai,no,yc-seed,2026-07-22
Lucis,ashby,lucis,https://www.lucis.life,yes,yc-seed,2026-07-22
Third Chair,scrape,https://usethirdchair.com,https://usethirdchair.com,no,yc-seed,2026-07-22
Klavis AI,scrape,https://www.klavis.ai/,https://www.klavis.ai/,no,yc-seed,2026-07-22
MorphoAI,scrape,https://morpho.ai/,https://morpho.ai/,no,yc-seed,2026-07-22
Eloquent AI,ashby,eloquentai,https://www.eloquentai.co/,yes,yc-seed,2026-07-22
Autonomous Technologies Group,lever,autonomous,https://becomeautonomous.com/,yes,yc-seed,2026-07-22
Prox,ashby,prox,https://useprox.com,yes,yc-seed,2026-07-22
truthsystems,ashby,truthsystems,https://www.truthsystems.ai,yes,yc-seed,2026-07-22
Liva AI,scrape,https://www.theliva.ai,https://www.theliva.ai,no,yc-seed,2026-07-22
DeepAware AI (Robotics Center of Silicon Valley),scrape,https://roboticscenter.ai/,https://roboticscenter.ai/,no,yc-seed,2026-07-22
Pangolin,scrape,https://pangolin.net,https://pangolin.net,no,yc-seed,2026-07-22
IronLedger.ai,scrape,https://ironledger.ai,https://ironledger.ai,no,yc-seed,2026-07-22
Altur,scrape,https://altur.io,https://altur.io,no,yc-seed,2026-07-22
Reacher,ashby,reacher,https://reacherapp.com/,yes,yc-seed,2026-07-22
Juxta,scrape,https://juxta.com,https://juxta.com,no,yc-seed,2026-07-22
Veritus,scrape,https://www.veritus.com,https://www.veritus.com,no,yc-seed,2026-07-22
Avent,scrape,https://www.aventindustrial.com,https://www.aventindustrial.com,no,yc-seed,2026-07-22
Uplift AI,greenhouse,uplift,https://upliftai.org/,yes,yc-seed,2026-07-22
F2,ashby,f2-ai,http://f2.ai,yes,yc-seed,2026-07-22
Bolna AI,ashby,bolna,https://bolna.ai,yes,yc-seed,2026-07-22
Hyperspell,ashby,hyperspell,https://hyperspell.com,yes,yc-seed,2026-07-22
Trelium,scrape,https://www.trelium.com,https://www.trelium.com,no,yc-seed,2026-07-22
AtlasGrid,scrape,https://atlasgrid.ai,https://atlasgrid.ai,no,yc-seed,2026-07-22
Flick,scrape,https://flick.art,https://flick.art,no,yc-seed,2026-07-22
AnswerThis,scrape,https://answerthis.io/,https://answerthis.io/,no,yc-seed,2026-07-22
Sunflower,ashby,sunflower-sober,https://sunflowersober.com/,yes,yc-seed,2026-07-22
Leadbay,scrape,https://leadbay.ai/,https://leadbay.ai/,no,yc-seed,2026-07-22
Metorial,scrape,https://metorial.com,https://metorial.com,no,yc-seed,2026-07-22
Moss,ashby,moss,https://moss.dev,yes,yc-seed,2026-07-22
Ploy,ashby,ployai,https://ploy.ai,yes,yc-seed,2026-07-22
Didit,scrape,https://didit.me/,https://didit.me/,no,yc-seed,2026-07-22
Asimov,ashby,asimov,https://tryasimov.ai/,yes,yc-seed,2026-07-22
10x Science,scrape,https://10xscience.com,https://10xscience.com,no,yc-seed,2026-07-22
Cumulus Labs,scrape,https://cumuluslabs.io,https://cumuluslabs.io,no,yc-seed,2026-07-22
RamAIn,scrape,https://ramain.ai,https://ramain.ai,no,yc-seed,2026-07-22
Moritz,scrape,http://moritzlegal.com/,http://moritzlegal.com/,no,yc-seed,2026-07-22
Rhizome AI,scrape,https://rhizomeai.com/,https://rhizomeai.com/,no,yc-seed,2026-07-22
Jinba,ashby,carnot-ai,https://jinba.io,yes,yc-seed,2026-07-22
Seeing Systems,scrape,https://www.seeing-systems.com,https://www.seeing-systems.com,no,yc-seed,2026-07-22
Maywood,scrape,https://maywoodai.com/,https://maywoodai.com/,no,yc-seed,2026-07-22
Revion,scrape,https://revion.inc,https://revion.inc,no,yc-seed,2026-07-22
Samora AI,scrape,https://samora.ai/,https://samora.ai/,no,yc-seed,2026-07-22
Pocket,scrape,https://heypocket.com/now,https://heypocket.com/now,no,yc-seed,2026-07-22
Hub,scrape,https://hub.xyz,https://hub.xyz,no,yc-seed,2026-07-22
KelAI,scrape,https://kelaitech.com/,https://kelaitech.com/,no,yc-seed,2026-07-22
Callab AI,scrape,https://callab.ai,https://callab.ai,no,yc-seed,2026-07-22
Gojiberry AI,scrape,https://www.gojiberry.ai,https://www.gojiberry.ai,no,yc-seed,2026-07-22
Adialante,scrape,http://www.adialante.com,http://www.adialante.com,no,yc-seed,2026-07-22
Complir,ashby,complir,https://complir.io/,yes,yc-seed,2026-07-22
Minicor,ashby,Laminar,https://minicor.com,yes,yc-seed,2026-07-22
Aseon Labs,scrape,https://www.aseonlabs.com/,https://www.aseonlabs.com/,no,yc-seed,2026-07-22
Tasklet,scrape,https://tasklet.ai,https://tasklet.ai,no,yc-seed,2026-07-22
CharacterQuilt,scrape,https://characterquilt.com,https://characterquilt.com,no,yc-seed,2026-07-22
Manicule,scrape,https://manicule.dev,https://manicule.dev,no,yc-seed,2026-07-22
Arlo Industries,ashby,arlo,https://arlo1.com/,yes,yc-seed,2026-07-22
Huscarl,scrape,https://www.huscarl.io/,https://www.huscarl.io/,no,yc-seed,2026-07-22
screenpipe,scrape,https://screenpipe.com,https://screenpipe.com,no,yc-seed,2026-07-22
Ooak Data,scrape,https://ooakdata.com/,https://ooakdata.com/,no,yc-seed,2026-07-22
